urls,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Cleaning_fees,Location,Ratings,Num_reviews,Otros,Baños,Maximum_guests,Viajeros,Dormitorios,Camas
https://www.airbnb.es/rooms/10038461?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-14&check_out=2024-12-19&source_impression_id=p3_1730227002_P3_IFfqk-dLV0lAg&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Bonito apartamento para 4 personas a 10 minutos andando del centro en Poble Sec,unas de las zonas más auténticas y de moda de Barcelona.Completamente equipado y reformado en estilo moderno industrial. Amplio balcón, Wifi, sábanas y toallas incluidas. Licencia: HUTB-002771El espacioCoqueto apartamento completamente  reformado en estilo industrial, a 10 minutos andando de las Ramblas, 15 de Plaza Cataluña o Plaza España. Dispone de una cama doble y una litera con dos camas individuales (más un sofá cama doble si necesario). Pequeño balcón con vista a la calle. Baño con ducha.  Cocina americana equipada.Servicios y zonas comunesInternet Wifi gratuito, ropa de cama y toallas incluidas.Aire acondicionado, Calefacción, Lavavajillas y Lavadora en el apartamento y a disposición de los huéspedes.Otros aspectos destacablesTASA TURÍSTICA INCLUIDA EN EL PRECIOEl Ayuntamiento de Barcelona cobra una tasa turística a los turistas que se alojan en la ciudad: el coste es de 5 € por noche por cada adulto (= persona mayor de 16 años), a pagar por un máximo de 7 noches. Este coste está incluido en el precio total de la reserva.Número de registroHUTB-002771",Anfitrión: Gian,"Alojamiento entero: apartamento en Barcelona, España",115 €,Llegada a partir de las 14:00,Salida antes de las 11:00,60 €,,,,,1 baño,4,4 viajeros,2 dormitorios,3 camas
https://www.airbnb.es/rooms/1986412?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-18&check_out=2024-11-23&source_impression_id=p3_1730227002_P3eYulZ4TkyBSDE4&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Licencia turística official: HUTB-008407. Nuestro moderno y cómodo apartamento está situado en el centro de Barcelona, pero en un barrio tranquilo. A tan solo 10 minutos caminando hasta las Ramblas de Barcelona. Excelente comunicación con parada de autobús que lleva la playa justo al lado del apartamento y parada de metro a 100m. La parada de metro más cercana es “Paral.lel” L3-L2. Es la línea de metro que te lleva directo a Sagrada Familia, La Pedrera, Camp Nou y estación de Tren Sants.El espacioModerno apartamento de diseño en una finca clásica típica de Barcelona, muy céntrico, en el barrio de Poble Sec, junto a la Avenida Paral.lel. Distribución: Una habitación con cama doble tamaño queen size (150x200cm) y balcón a patio de manzana. Es soleada y con mucha luz natural. La segunda habitación es pequeña, con una litera y cajonera, y no tiene ventana. El salón tiene un sofá cama para dos personas y balcón a la calle.El baño está situado a la entrada de la habitación principal.Cocina americana, totalmente equipada .Muy luminoso. WIFI GRATUITO de alta velocidad.El apartamento está situado en un primer piso, por encima del principal, así que es un segundo piso real. La finca es antigua y dispone de un ascensor pequeño, con capacidad para 2 personas, o para una persona con equipaje. El ascensor para entre plantas, hay un tramo de 7 escalones hasta el apartamento. Hay que tenerlo en cuenta si lleva maletas muy grandes o cochecitos de bebé, o tiene problemas de movilidad! El huésped puede utilizar todo el apartamento. Ofrecemos un kit de desayuno básico para los primeros días incluido en el precio.El barrio del Poble Sec es un barrio típico de Barcelona, muy familiar y a la vez animado. El apartamento está situado muy cerca del Paral·lel y de la calle Blai, donde se encuentran la mayoría de bares de tapeo de la zona. No es una zona especialmente turística, así que el huésped podrá disfrutar de un ambiente típicamente barcelonés.El apartamento está a 100 metros de la parada de metro y de varias líneas de autobus.Metro: Paral·lel, línea 2 y 3. Hay también parking privado en la zona. Desde el aeropuerto del Prat puede coger el tren hasta ""Sants Estació"" y allí el metro, línea 3 (verde) hasta la parada de Paral·lel.Servicios y zonas comunesEl huésped puede utilizar todo el apartamento. Ofrecemos un kit de desayuno para los primeros dias incluido en el precio.Otros aspectos destacablesApartamento con licencia oficial HUTB-008407. En Barcelona es obligatorio el pago del Impuesto sobre las estancias turísticas, que para nuestro tipo de establecimiento es de 6,88 euros por adulto (mayor de 16 años) y noche de estancia (máximo 7 noches). Las personas igual o menores de 16 años están exentas de pago. Este pago debe hacerse en efectivo. No aceptamos tarjetas de crédito (disculpa!)SOBRE LA LLEGADA: El apartamento está disponible para tu llegada de 15:00 a 00:00h. La llegada entre las 22:00 y las 00:00 tiene un suplemento extra de 20,00 euros. No podemos aceptar llegadas más tarde de las 00:00h, por logística familiar. Recuerda que alquilas una propiedad privada, no es un hotel ni tiene recepción 24 horas. Ten esto en cuenta antes de hacer tu reserva.SOBRE LA SALIDA: El apartamento debe quedar libre para la limpieza como máximo a las 11:00h. Si necesitas salir más tarde o dejar tu equipaje consúlta primero con nosotros. Si lo podemos gestionar para que puedas salir más tarde o dejar tu equipaje, tendrá un suplemento entre 20,00 y 50,00 euros según lo que necesites y si tenemos que bloquear el apartamento para que no entren reservas ese día.SOBRE EL ACCESO AL PISO: El piso está siutado en un segundo piso real, con un tramos de escalones desde el ascensor hasta el piso. Ten esto en cuenta, no es adaptado para personas con mobilidad reducida o si tienes mucho equipaje o un carrito de bebé. El ascensor también es pequeño, cabe una persona con su maleta. (es una finca antigua clásica del centro de Barcelona, el ascensor se puso más tarde).Número de registroHUTB-008407",Anfitrión: Oscar Y Susana,"Alojamiento entero: apartamento en Barcelona, España",113 €,Horario de llegada: de 15:00 a 22:00,Salida antes de las 11:00,38 €,,"4,83",587,,1 baño,4,4 viajeros,2 dormitorios,3 camas
https://www.airbnb.es/rooms/1252851017334064123?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-02&check_out=2024-11-07&source_impression_id=p3_1730227002_P32FVCPfzb1Foluf&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Reserva una (o más) camas en este dormitorio compartido de 6 camas, con tres literas y un baño privado. Cada litera incluye una luz personal, un estante y un casillero debajo de la cama para mayor comodidad. La habitación tiene aire acondicionado para mayor comodidad, con almohadas, edredones y sábanas. Se pueden alquilar toallas en recepción. Este dormitorio es para huéspedes mayores de 18 años y ofrece una estancia social y cómoda en el corazón de Barcelona.El espacioGenerator Barcelona es un hostal de diseño situado en el corazón de la ciudad, a pocos pasos del famoso Passeig de Gràcia y de la Sagrada Familia. Con una mezcla de habitaciones privadas y dormitorios compartidos, Generator es perfecto para personas que viajan solas, parejas y grupos. El hostal cuenta con recepción 24 horas, wifi gratuito, bar, cafetería y espacios sociales. Con su ambiente vibrante y su ubicación privilegiada, Generator Barcelona es un punto de partida ideal para explorar la cultura y el encanto de la ciudad.Servicios y zonas comunesNos enorgullecemos de garantizar que los huéspedes puedan relajarse en un entorno fresco y cómodo. La decoración de cada una de nuestras habitaciones siempre es fácil de ver; están totalmente equipadas con todos los toques modernos que esperarías también. Reserva habitaciones privadas con terrazas que ofrecen bonitas vistas panorámicas de este lugar único. Alternativamente, para una escapada verdaderamente memorable, hay una suite privada en el ático. También ofrecemos dormitorios pequeños, grandes y solo para mujeres para amigos o viajeros solitarios. Y por supuesto, tendrás acceso a todas nuestras facilidades, incluyendo wifi gratuito, salas de reuniones, espacios chill-out y mucho más.Otros aspectos destacablesNos enorgullecemos de garantizar que los huéspedes puedan relajarse en un entorno fresco y cómodo. La decoración de cada una de nuestras habitaciones siempre es fácil de ver; están totalmente equipadas con todos los toques modernos que esperarías también. Reserva habitaciones privadas con terrazas que ofrecen bonitas vistas panorámicas de este lugar único. Alternativamente, para una escapada verdaderamente memorable, hay una suite privada en el ático. También ofrecemos dormitorios pequeños, grandes y solo para mujeres para amigos o viajeros solitarios. Y por supuesto, tendrás acceso a todas nuestras facilidades, incluyendo wifi gratuito, salas de reuniones, espacios chill-out y mucho más.HABITACIONES PRIVADAS: están disponibles con baño privado. Todas las literas tienen una pantalla de privacidad. Todas las habitaciones incluyen: tomas de corriente, luz LED, ropa de cama y ropa de cama, almacenamiento con cerradura, espejos de cuerpo entero, mesa y silla, unidad colgante para ropa, dispensadores de gel de baño, solo habitaciones individuales.DORMITORIOS:  todas las literas tienen una pantalla de privacidad y cada habitación tiene baños privados con duchas y aseos. Todas las habitaciones incluyen: tomas de corriente, luz LED, ropa de cama y ropa de cama, almacenamiento con cerradura, espejos de cuerpo entero, mesa y silla, unidad colgante de ropa.Número de registroHB-004525",Anfitrión: Generator,"Habitación en Barcelona, España",26 €,Horario de llegada: de 14:00 a 0:00,Salida antes de las 10:00,,,Nuevo,2,1 litera,Baño compartido,1,,,
https://www.airbnb.es/rooms/45325166?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730227002_P3xkTH_9aVK5uPjn&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Gran Apartamento RECIEN REFORMADO,con terraza privada con vistas al Puerto de Barcelona.Muy amplio y luminoso, de 4 habitaciones, 2 baños y Gran salon-comedor con salida a la terraza.Ubicación privilegiada, en pleno centro de BCN, delante del Museo Maritimo y a 350 metros de La Rambla. Se puede ir andando al Barrio Gotico, Barceloneta y Paseo de Gracia.Ideal para parejas, familias y viajes de negocios.Importante respetar descanso de los vecinos de 22h a 9hNo apto para fiestasEl espacioApartamento en edificio residencial.Se tiene que respetar horario de descanso de los vecinos de 22h a 9h.No apto para fiestas ni celebraciones.No se puede poner musica por la noche.Servicios y zonas comunesSe pueden usar todas las estancias.El piso tiene 4 habitaciones, 2 baños completos y terraza privadaOtros aspectos destacablesCheck inn de 15h a 20h sin cargo.De 20h a 23h con cargo de 30€.A partir 23h (bajo petición) con cargo de 60€.City tax 6.05€ por persona y dia.Número de registroHUTB-008498",Anfitrión: Sandra,"Alojamiento entero: apartamento en Barcelona, España",110 €,Horario de llegada: de 15:00 a 20:00,Salida antes de las 11:00,110 €,,"4,33",106,,2 baños,5,5 viajeros,4 dormitorios,7 camas
https://www.airbnb.es/rooms/1170418042392103425?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730227002_P3ulyI61s9SJ0xmN&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Un bonito apartamento frente al mar en Barcelona, ​​situado en la famosa playa ""Barcelonetta"". La amplia sala de estar con mesa de comedor y balcón con increíbles vistas al terraplén.Este luminoso y acogedor apartamento está diseñado en un estilo moderno e incluye tres dormitorios completos, ideales para un máximo de 6 personas.Una ventaja especial aquí en agosto, septiembre y octubre es la posibilidad de ver los famosos espectáculos de la carrera de la Copa Americana desde la primera línea.¡Nos vemos en Barcelona!Otros aspectos destacables¡No se permite celebrar fiestas! ¡Prohibido fumar! Si se infringen las reglas, ¡desalojo sin reembolso! ¡Se admiten mascotas!Número de registroHUTB-006965",Anfitrión: Yevhen,"Alojamiento entero: apartamento en Barcelona, España",210 €,Llegada a partir de las 15:00,Salida antes de las 11:00,45 €,"Barcelona, Catalunya, España","4,68",28,,1 baño,6,6 viajeros,3 dormitorios,3 camas
https://www.airbnb.es/rooms/1202849610190743486?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-02&check_out=2024-12-07&source_impression_id=p3_1730227002_P3hEvYFME109SM32&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Situado en pleno Barrio Gótico, en el corazón de Barcelona. Al lado del Mercado de Santa Caterina, la Catedral y el Born. A dos calles del Palau de la Música Catalana (una de las principales salas de conciertos del mundo) y muy cercano a Plaza Catalunya, a las zonas comerciales de Barcelona (Ramblas, Paseo de Gracia, Porta Ferrisa, Portal de l’Angel) y a dos pasos de la iglesia de Santa María del Mar. Lic. Prov. según sent. 129/2024 de 16/04/24 exp. Ajuntament 01-IU2019-2379> Piso 4ºEl espacioApartamento exterior 42 m² en edificio rehabilitado en 2010 (completamente nuevo), con ascensor, en c/ Sant Pere Més Baix - Ciutat Vella. Totalmente amueblado: electrodomésticos (lavadora, nevera, horno, microondas, tostadora, hervidor eléctrico, secador de pelo, plancha), enseres cocina, vajilla y cubertería, ropa de hogar (mantas, toallas, sábanas). Consta de: • 1 dormitorio con cama de matrimonio de 150 cm. • 1 sofá-cama en salón • 1 baño con ducha • salón comedor con cocina americana • calefacción  • Ventiladores en las habitaciones. 01-IU2019-2379  - Licencia provisional  1_2019_0519213_1 / 18_9_2019 / Ajuntament de Barcelona de conformidad con la sentencia núm. 129/2024 de 16 de abril dictada por el Juzgado de lo Contencioso-Administrativo núm. 16 de Barcelona y de conformidad con la circular interpretativa de 12 de marzo de 2014 de la Generalitat de Catalunya (piso 4º)Número de registroHUTB-000000",Anfitrión: Cristian,"Alojamiento entero: apartamento en Barcelona, España",75 €,Llegada a partir de las 15:00,Salida antes de las 11:00,45 €,"Barcelona, Catalunya, España","4,57",7,,1 baño,3,3 viajeros,1 dormitorio,1 cama
https://www.airbnb.es/rooms/1192692130835760091?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-21&check_out=2024-11-26&source_impression_id=p3_1730227002_P3GZDupRqz6zJG2G&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Disfruta de la privacidad  de este alojamiento acogedor tranquilo y céntrico, en una ubicación espléndida, en el histórico barrio del Gótico, a poco minutos de la playa. Esta en un semisótano, el área es  de  23 m incluido el  baño.  Comodidades:  cafetera Nespresso, hervidor de agua, toallas y artículos de aseo.El espacioDe la entrada del edificio, entras a un vestíbulo y bajas 6 escalones, accedes a la propiedad, el Miniflat es un pequeño y acogedor espacio que  solo es para ti .Servicios y zonas comunesNo hay zonas comunes, es una habitación privada con salida a la calleNúmero de registroExempt",Anfitrión: Ele,"Habitación privada en: loft en Barcelona, España",58 €,Horario de llegada: de 14:00 a 21:00,Salida antes de las 12:00,20 €,"Barcelona, Catalunya, España","5,0",4,,1 baño privado,1,1 viajero,1 dormitorio,2 camas
https://www.airbnb.es/rooms/53056356?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730227001_P3lPdOujhJsrxeiO&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Habitación doble perfecta, situada en el centro de Barcelona. La habitación tiene baño privado y balcón con vistas al jardín interior.El espacioLos huéspedes cuentan con 2 camas individuales. La habitación tiene baño privado, se proporcionan toallas y artículos de aseo. El balcón tiene vistas al patio interior. La habitación cuenta con Smart TV, nevera pequeña y caja de seguridad.Otros aspectos destacablesLos huéspedes están obligados a pagar el impuesto municipal de 5,50 euros por persona y noches a su llegada.La tarifa de limpieza está incluida en el precio y se realiza cada 2 días.Número de registroHT-010075",Anfitrión: Fontanella,"Habitación en hotel en Barcelona, España",82 €,Llegada flexible,Salida antes de las 11:00,,,"4,69",160,,1 baño privado,2,2 viajeros,1 dormitorio,2 camas
https://www.airbnb.es/rooms/35118964?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730227002_P33_m8XHnTXWsqvY&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"Agradable y animado albergue en Barcelona, ​​amplio dormitorio en el albergue Hola Eixample que cuenta con una decoración moderna y luminosa y armarios individuales de almacenaje. Sábanas y mantas están incluidas, mientras que las toallas están disponibles para alquilar. También tenemos un bar abierto todos los días.Las estaciones de metro Tetuan L2 y Girona L4 están a 5 minutos a pie del albergue.El espacioEl Hola Hostal Eixample se encuentra a 15 minutos a pie de la plaza Catalunya. Ofrece un solárium, un bar privado, una recepción abierta las 24 horas y elegantes habitaciones con aire acondicionado y conexión inalámbrica a internet gratuita. La estación de autobuses de Barcelona Nord está a 500 metros.Las habitaciones compartidas del albergue Hola Eixample son amplias y presentan una decoración moderna y alegre, así como taquillas individuales. Sábanas y mantas están incluidas y se pueden alquilar toallas. Algunas habitaciones tienen baño privado.El Hola Hostal Eixample se encuentra a solo 10 minutos a pie del barrio del Born, donde encontrará tiendas con encanto, bares y restaurantes, y a 15 minutos de la Sagrada Familia y el parque de la Ciutadella.Servicios y zonas comunesDisponemos de diferentes tipos de habitaciones con diferentes capacidades, todas equipadas con todos los servicios necesarios. Las habitaciones son espaciosas y cuentan con aire acondicionado, una decoración elegante y una sala de estar con un televisor inteligente de pantalla plana. Este albergue ofrece una recepción abierta las 24 horas, ropa de cama y conexión inalámbrica a internet gratuita. Las toallas se alquilan por 3 € durante toda la estancia.Hay un gran espacio abierto de 9am a 9pm.También cuenta con un bar abierto todos los días y actividades para todos los huéspedes.Otros aspectos destacablesImpuesto turístico: Barcelona tiene un impuesto turístico con un valor de 5,50 € IVA incluido por persona y noche. La tarifa no está incluida en el precio total de la reserva y se debe pagar directamente en el establecimiento. Se establece una cantidad máxima correspondiente a 7 noches por persona.Los niños menores de 18 años no pueden quedarse en nuestro establecimiento.Hora de entrada: 2:00 pm; Quienes lleguen antes de las 2:00 pm serán invitados a dejar sus pertenencias, si lo desean, en la sala de equipajes, pero el acceso a las habitaciones no se concederá antes de las 2 pmHora de salida: estrictamente antes de las 11:00 am (de lo contrario, se le pedirá que pague por una noche adicional). En este momento, todas las posesiones deben ser retiradas de la habitación. Si necesita guardar su equipaje el día hasta su salida, utilice nuestra sala de equipajes (de pago) Si la salida se ha retrasado, se le pedirá que pague una noche adicional, así que asegúrese de estar listo y listo a tiempo.Las luces de la habitación se encienden automáticamente a las 9am y se apagan a las 11pm.Hora de descanso: de 10 a 10 h. Por favor respeta el sueño de todos. • Área común disponible hasta las 11pm.La terraza abre de 9:00 a 21:00 (si está disponible)Número de registroAJ000575",Anfitrión: Hola,"Habitación en Barcelona, España",34 €,Horario de llegada: de 14:00 a 2:00,Salida antes de las 11:00,,,"4,47",2184,,5 baños compartidos,1,,,1 cama
https://www.airbnb.es/rooms/51444586?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730227002_P3E_a-YX2cObyW8D&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,Habitación con cama doble + pequeño estudio en el centro de Barcelona.Habitación + oficina en el centro de Barcelona.,Anfitrión: Jazz'S House,"Habitación privada en: apartamento en Barcelona, España",40 €,Llegada a partir de las 15:00,Salida antes de las 12:00,34 €,"Barcelona, Catalunya, España","4,25",4,,1 baño compartido,2,2 viajeros,1 dormitorio,
https://www.airbnb.es/rooms/1093382940108512105?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1843038712&search_mode=regular_search&check_in=2025-01-06&check_out=2025-01-11&source_impression_id=p3_1730227002_P32iqjkYUrxktzpQ&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"En una de las calles principales de la zona, alrededor de tiendas, cafeterías, cerca de las estaciones de metro L3 - L4 y lugares turísticos como Pl. Catalunya, Catedral y a unas cuadras del mar. Esta increíble habitación (20 m2) y tiene un baño privado para compartir solo con el otro dormitorio, y todo lo que se puede ver en las fotos. El piso cuenta con salón y comedor, cocina, baño extra, trastero y espacios al aire libre, 120 m2 completamente amueblados con todo lo necesario, lo único que falta es tu equipaje y buen rolloNúmero de registroExempt",Quédate con Guido,"Habitación en Barcelona, España",59 €,Horario de llegada: de 13:00 a 15:00,Salida antes de las 10:00,50 €,"Barcelona, Catalunya, España","4,75",8,,Baño compartido,2,,,1 cama
https://www.airbnb.es/rooms/31977850?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-01&check_out=2024-11-06&source_impression_id=p3_1730227002_P3USryxpk-djpv27&previous_page_section_name=1000&federated_search_id=83a3c7a0-b099-4307-911b-c4f5e512ef0e?adults=1,"¡Hay una razón por la que hemos sido votados como «Hostel más populares de Barcelona» por Hostelworld! Relájate en nuestros patios al aire libre o en la sala común recién reformada, haz un recorrido a pie por el albergue o únete a nuestros épicos recorridos de bares de hostales, aprende a cocinar paella o mezcla mojitos como un profesional. ¡Tenemos algo para todos!Con nuestro famoso bar Belushi 's ubicado justo debajo de los huéspedes, puede  aprovechar al máximo las exclusivas ofertas diarias de bebidas, Happy Hours y un 25% de descuento en nuestro impresionante menú. Organizamos DJ en vivo, deportes en vivo y fiestas épicas.El espacioDisfruta de esta espaciosa habitación con literas estándar situada en nuestro galardonado hostal de Barcelona, en el extremo superior de las famosas Ramblas de Las Ramblas. Completo con aire acondicionado, ropa de cama fresca, enchufes, luces de lectura y taquillas debajo de tus camas para guardar tus pertenencias mundanas, este es el lugar perfecto para aprovechar al máximo el animado ambiente de la ciudad junto con las playas de arena del Mediterráneo. Para colmo, ¡te espera una sangría de bienvenida gratuita a tu llegada al animado bar Belushi 's de nuestro hostal! Aquí puede disfrutar de exclusivas ofertas diarias de bebidas, Happy Hours y sabrosos aperitivos de comida y bar para los huéspedes del albergue. Organizamos DJ en directo, fiestas, un gran menú y deportes en directo hasta altas horas de la madrugada. ¡Y qué mejor manera de curar esa resaca que un desayuno continental por solo 7 € al día de 8:00 A. M. a 10:00a. m. seguido de un recorrido GRATUITO a pie por la ciudad! El desayuno y todos los tours, recorridos por pubs y recorridos GRATUITOS a pie por la ciudad se pueden reservar con nuestro increíble equipo de recepción.Servicios y zonas comunesLas instalaciones compartidas disponibles para nuestros huéspedes incluyen nuestro famoso bar de fiestas en el hostal Belushi 's, donde los huéspedes reciben descuentos en hamburguesas y happy hours diarias en la planta baja.  Hay wifi gratuito en todo el hostal y todas las habitaciones están equipadas con aire acondicionado. En el primer piso se puede encontrar una sala chill-out equipada con nevera, microondas, hervidor de agua, TV, sofás, juegos, libros y una lavandería. Por solo 7 € al día, ofrecemos un desayuno continental todos los días de 8:00 a. m. a 10:00 a. m. ¡Incluso tenemos una recepción de 24 horas!Otros aspectos destacables* Impuesto municipal de Barcelona: a partir del 1 de octubre de 2024, el importe del impuesto es de 5,50 € por persona y noche y se cobrará en el momento del registro junto con el depósito de llaves de € 2.Número de registroAJ-000539",Anfitrión: St Christophers Barcelona,"Habitación en Barcelona, España",42 €,Llegada a partir de las 15:00,Salida antes de las 11:00,,"Barcelona, España","4,4",985,,Baño compartido,1,,,1 cama individual
https://www.airbnb.es/rooms/42918242?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-15&check_out=2024-11-20&source_impression_id=p3_1730227007_P3LTm2cpg09WC86X&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,esta es una descripción de marcador de posición y se actualizará en el futuro con contenido mejoradoNúmero de registroExempt,Anfitrión: Nekane,"Habitación en Barcelona, España",24 €,Llegada a partir de las 14:00,Salida antes de las 10:00,,"Barcelona, Catalunya, España","4,24",111,,Baño compartido,1,,,1 cama
https://www.airbnb.es/rooms/1189670302611488566?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1941414719&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730227007_P3FKTErzKO1nSX7J&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,Disfruta de la sencillez de este alojamiento tranquilo y céntrico.Número de registroHUTB-838282,Quédate con Lunia,"Habitación en Barcelona, España",50 €,Máximo 1 huésped,No consta que el alojamiento tenga un detector de monóxido de carbono,43 €,"Barcelona, Cataluña, España","4,68",19,,Baño compartido,1,,,1 cama
https://www.airbnb.es/rooms/12634537?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-01&check_out=2024-12-06&source_impression_id=p3_1730227007_P3gWwPvULwh_PsCk&previous_page_section_name=1000&federated_search_id=a760f001-dfff-4251-b31d-90857da9c346?adults=1,"Este apartamento se encuentra a pocos pasos del casco antiguo, a solo 5 minutos a pie de las famosas Ramblas y del puerto.  El apartamento en sí es muy tranquilo y silencioso, ya que da a la parte interior del edificio. Perfecto para volver a casa y relajarte. Idealmente para visitar las principales atracciones de la ciudad ya que el apartamento está bien comunicado con metro, taxis, autobuses.El espacioEL APARTAMENTO con licencia oficial: HUTB - 002580Amplio, soleado y cómodo, con espacios abiertos y una sala de estar luminosa. Situado en uno de los barrios de moda y locales de Barcelona, lleno de vida durante el día y la noche. Sin embargo, muy silencioso, ya que se encuentra en un quinto piso real y no tiene ninguna ventana a las calles. El departamento ha sido remodelado con muebles frescos en enero de 2023 Este apartamento es el lugar perfecto para relajarse después de una jornada activa visitando la ciudad, una terraza privada para relajarse.Si buscas acción, a solo unos pasos del edificio, te mezclarás con los lugareños y encontrarás la mejor comida y bebida a precios asequibles. (Pregúntame a dónde ir ;)) Puedes descubrir fácilmente la ciudad a pie desde esta ubicación céntrica. Si quieres ir a algún lugar más lejos hay un montón de taxis pasando por el apartamento y las estaciones de metro Parallel y Drassanes están a solo 5 minutos a pie de la casa.¿Buscas una vista linda de la ciudad? A menos de 10 minutos caminando, estarás en la cima de la montaña de Montjuic con atracciones y, lo más importante, ¡una vista completa de la ciudad!HABITACIONESEl apartamento está equipado con cuatro (4) habitaciones y dos (2) baños completos, lo que lo hace perfecto para parejas, familias o grupos. *HABITACIÓN 1: cama tamaño queen y baño privado completo. Cama de 160 cm.*HABITACIÓN 2: Cama tamaño queen. Cama de 160 cm.*HABITACIÓN 3: dos camas individuales (litera) Cada cama de 90 cm.*HABITACIÓN 4: cama doble - Cama de 140cm. Baño completo para las otras habitaciones.Todas las habitaciones disponen de su propio armario y aire acondicionado y calefacción. LA COCINACocina totalmente equipada.*Platos, cristalería y cubiertos.*Utensilios de cocina.*lavavajillas;*Horno y microondas*Tostadora*Hervidor de AguaSALA Y TERRAZA*Mesa para un máximo de 8 personas.* Internet inalámbrico (todas las zonas del apartamento)*Terraza con mesa comedor y zona de chill out.Servicios y zonas comunesDisfruta de todas las zonas del apartamento, tendrás acceso a:- Internet inalámbrico- Calefacción y aire acondicionado en todas las habitaciones. -Lavadora y secadora- Secador de pelo- Cocina totalmente equipada-Toallas y sábanas-Champú, gel de ducha y papel higiénico.El edificio cuenta con dos ascensores (el apartamento está ubicado en el 4to piso)Otros aspectos destacablesProhibido fumar (solo en la terraza) No se admiten mascotas. Si traes una, no dudes en ponerte en contacto conmigo con antelación. No se permiten fiestas ni eventos.Vecinos muy estrictos en cuanto a ruido y fiestasNúmero de registroHUTB-002580",Anfitrión: Valerie,"Alojamiento entero: vivienda en Barcelona, España",150 €,Llegada a partir de las 15:00,Salida antes de las 11:00,130 €,,,,,2 baños,8,8 viajeros,4 dormitorios,4 camas
