urls,timestamp,record_id,Titles,Host_name,Property_types,Prices_per_night,Check_ins,Check_outs,Location,Ratings,Num_reviews,Cleaning_fee,Com_fee,Camas,Baños,Maximum_guests,Viajeros,Dormitorios,Otros
https://www.airbnb.es/rooms/1279040855576324107?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=2020968030&search_mode=regular_search&check_in=2024-11-05&check_out=2024-11-10&source_impression_id=p3_1730837277_P3HirMODWhhaUS9i&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1279040855576324107,Este anfitrión tiene 978 evaluaciones de otros alojamientos. Échales un vistazo,Anfitrión: David,"Habitación en Barcelona, España",46 €,Horario de llegada: de 17:00 a 2:00,Salida antes de las 11:00,"Barcelona, Catalunya, España",Nuevo,,15 €,42 €,1 cama,Baño compartido,1,,,
https://www.airbnb.es/rooms/1228812933215136247?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730837277_P3ZrzDs-dhDSatWq&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1228812933215136247,"Este precioso apartamento está recién decorado y equipado con todo lo necesario para que tus vacaciones en Barcelona sean perfectas. Es destacado por su diseño moderno y cuenta con 3 habitaciones y 2 baños. Está ubicado en una zona súper bonita. Fácil de comunicar y muy cerca de transporte público. Su magnífica ubicación combina la tranquilidad de una zona residencial con la conveniencia de estar cerca de tiendas, restaurantes y atracciones culturales. Es perfecto para viajes en grupo.El espacioAcerca de este espacio Este fantástico apartamento está ubicado en una zona súper bonita. Fácil de comunicar y muy cerca de transporte público.  El espacio Este precioso apartamento está recién decorado y equipado con todo lo necesario para que tus vacaciones en Barcelona sean perfectas.El apartamento tiene 3 dormitorios y 2 baños, cocina totalmente equipada y mesa de comedor. El apartamento dispone de plancha, wifi, secador de pelo, balcón, aire acondicionado (frío/calor) y tv. En la cocina independiente de vitrocerámica se dispone de frigorífico, microondas, horno, congelador, lavadora, lavavajillas, vajilla/cubertería, cafetera, tostadora y hervidor de agua.La ubicación Este apartamento está situado a pocos minutos de Plaza España, en la zona de Nova Esquerra. Este barrio, situado a los pies de Montjuïc, está de moda entre los jóvenes por su ambiente multicultural.Recomendamos desplazarse a pie o en transporte público. También se puede ir al centro de la ciudad en bicicleta o moto eléctrica.Servicios y zonas comunes  Los huéspedes tienen acceso a todo el apartamento. Otros aspectos destacables Tenga en cuenta la siguiente información importante antes de reservar:- Toallas, sábanas y papel higiénico están incluidos a la llegada, pero la reposición durante la estancia no está incluida。 Llegada fuera de horario:- Nuestro horario de check-in es de 15:00 a 19:00 horas, de lunes a viernes (consúltanos si quieres hacer el check in antes). Fuera de este horario cobraremos 30€ en efectivo, después de las 22h será de 50 EUR y a partir de la 1h 100 euros- Si el día de llegada es festivo local o nacional, fines de semana, el coste será de 40 EUR hasta las 22h, después de las 22h será de 60 EUR y a partir de la 1h 150euros- Si el día de llegada es 24/12, 25/12, 26/12, 31/12 y 01/01 los cargos serán los siguientes: 50 EUR hasta las 22 h, a partir de las 22 h 100 euros y después de la 1 h 150 euros- Se aplicará la Tasa Turística vigente en Barcelona 2024. (6.25€/persona/noche, mayores de 17 años y hasta 7 noches).- NO ESTÁ PERMITIDO fumar bajo ningún concepto. Recibir una denuncia o tener constancia de que fumar en el apartamento supondrá el desalojo inmediato del apartamento y una multa de al menos 400 euros.- NO SE PERMITEN fiestas o reuniones bajo ningún concepto. Si recibimos una denuncia y/o interviene la policía, seguridad o vecinos, tendrás que pagar una multa de 500€ (además de la de la policía)Número de registroHUTB001011Número de registroHUTB-001011",Anfitrión: Junith,"Alojamiento entero: apartamento en Barcelona, España",100 €,Horario de llegada: de 15:00 a 19:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","4,63",8,60 €,96 €,3 camas,2 baños,5,5 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/48838696?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-09&check_out=2024-12-14&source_impression_id=p3_1730837277_P3CrXdvChj-LYxcd&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,48838696,"Luminosa habitación con balcón en Casa Lolita Guesthouse, en la mejor zona del barrio de l'Eixample. A solo 500 metros de Passeig de Gràcia y 900 metros de Plaza Cataluña. Dispone de BAÑO COMPARTIDO con otras dos habitaciones, Smart TV para ver Netflix, a/c y calefacción, internet fibra óptica, escritorio para trabajar y muchas más comodidades.  Tiene un balconcito que da a la Calle Bruc. También podrás utilizar las zonas comunes del hostal: Cocina y amplia terraza.El espacioCasa Lolita es un pequeño Hostal o Casa de Huéspedes familiar de lo más acogedor. Dispone de una bonita terraza interior y una cocina para compartir entre los huéspedes del alojamiento. A su vez, cuenta con Smart TV en las habitaciones, A/C y WIFI gratuito. Tiene una ubicación privilegiada en el barrio de Eixample, a solo 900 metros de Plaça de Catalunya y a 500 metros del Passeig de Gracia. Con transporte público disponible para llegar a cualquier zona de la ciudad de manera muy fácil y rápida.Barcelona es una ciudad única y nos da placer poder recomendar qué hacer a nuestros huéspedes.Eixample es uno de los mejores barrios para alojarse dentro de la ciudad. Se encuentra repleto de bares y restaurantes, galerías de arte, etc. Muy cerca del alojamiento se podrá visitar algunos de los edificios más emblemáticos del arquitecto Gaudí. Como la Casa Milà, también conocida como La Pedrera; y la Casa Batlló, así como muchas otras joyas de la arquitectura modernista catalana. Además de estos tesoros artísticos y culturales mundialmente reconocidos, el Passeig de Gracia es famoso también por albergar la mayor concentración de tiendas de lujo de la ciudad.Servicios y zonas comunesPodrás usar libremente la cocina que se encuentra equipada para que puedas preparar tus comidas. Además, todas las mañanas ofrecemos un desayuno de cortesía para comenzar el día con energía. En nuestra terraza podrás tomar el sol en las tumbonas o disfrutar de una bonita vista mientras tomas un café en la sala exterior.Otros aspectos destacablesTasa turística de Barcelona de 5,50 € por persona y noche no incluida en el precio del anuncio.Es imprescindible presentar DNI o Pasaporte para realizar el check-in.Número de registroHUTB-053989",Anfitrión: Casa Lolita,"Habitación privada en: hostal en Barcelona, España",85 €,Llegada a partir de las 15:00,Salida antes de las 11:00,,"4,6",169,0,0,1 cama,1 baño compartido,2,2 viajeros,1 dormitorio,
https://www.airbnb.es/rooms/10447043?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730837277_P3NrmuKUNADXI-cz&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,10447043,"Apartamento modernista totalmente equipado de 85 metros cuadrados en un edificio histórico del siglo XIX en el corazón de Gràcia que conserva el mosaico de la época en una parte de la casa y en la otra tiene un cómodo parquet. Apartamento muy luminoso con un comedor grande, una habitación doble y dos habitaciones más. Cocina y lavamanos recién renovados. Situado en calle muy tranquila, tiene balcón propio con puertas insonorizadas.El espacioEspacio amplio con gran comedor, tres habitaciones, cocina y baño reformados y dispone de balcón y de tendedero exterior para tender la ropa.Servicios y zonas comunesNo tiene una superficie comunitaria.Número de registroHUTB-007698",Anfitrión: Xavier,"Alojamiento entero: apartamento en Barcelona, España",102 €,Horario de llegada: de 11:00 a 22:00,Salida antes de las 11:00,,"4,52",376,30 €,92 €,3 camas,1 baño,4,4 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/36054333?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-05&check_out=2024-11-10&source_impression_id=p3_1730837277_P3iajyt8BZhkSRn3&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,36054333,"Reserva una (o más) camas en este dormitorio compartido de 8 camas, con cuatro literas y un baño privado. Cada litera está equipada con una luz personal, un estante y un casillero debajo de la cama. La habitación tiene aire acondicionado, lo que garantiza una estancia cómoda, con almohadas, edredones y sábanas. Se pueden alquilar toallas en recepción. Este dormitorio es exclusivo para huéspedes mayores de 18 años y ofrece una experiencia sociable y económica.El espacioGenerator Barcelona es un hostal de diseño situado en el corazón de la ciudad, a pocos pasos del famoso Passeig de Gràcia y de la Sagrada Familia. Con una mezcla de habitaciones privadas y dormitorios compartidos, Generator es perfecto para personas que viajan solas, parejas y grupos. El hostal cuenta con recepción 24 horas, wifi gratuito, bar, cafetería y espacios sociales. Con su ambiente vibrante y su ubicación privilegiada, Generator Barcelona es un punto de partida ideal para explorar la cultura y el encanto de la ciudad.Servicios y zonas comunesNos enorgullecemos de garantizar que los huéspedes puedan relajarse en un entorno fresco y cómodo. La decoración de cada una de nuestras habitaciones siempre es fácil de ver; están totalmente equipadas con todos los toques modernos que esperarías también. Reserva habitaciones privadas con terrazas que ofrecen bonitas vistas panorámicas de este lugar único. Alternativamente, para una escapada verdaderamente memorable, hay una suite privada en el ático. También ofrecemos dormitorios pequeños, grandes y solo para mujeres para amigos o viajeros solitarios. Y por supuesto, tendrás acceso a todas nuestras facilidades, incluyendo wifi gratuito, salas de reuniones, espacios chill-out y mucho más.Otros aspectos destacablesNos enorgullecemos de garantizar que los huéspedes puedan relajarse en un entorno fresco y cómodo. La decoración de cada una de nuestras habitaciones siempre es fácil de ver; están totalmente equipadas con todos los toques modernos que esperarías también. Reserva habitaciones privadas con terrazas que ofrecen bonitas vistas panorámicas de este lugar único. Alternativamente, para una escapada verdaderamente memorable, hay una suite privada en el ático. También ofrecemos dormitorios pequeños, grandes y solo para mujeres para amigos o viajeros solitarios. Y por supuesto, tendrás acceso a todas nuestras facilidades, incluyendo wifi gratuito, salas de reuniones, espacios chill-out y mucho más.HABITACIONES PRIVADAS: están disponibles con baño privado. Todas las literas tienen una pantalla de privacidad. Todas las habitaciones incluyen: tomas de corriente, luz LED, ropa de cama y ropa de cama, almacenamiento con cerradura, espejos de cuerpo entero, mesa y silla, unidad colgante para ropa, dispensadores de gel de baño, solo habitaciones individuales.DORMITORIOS:  todas las literas tienen una pantalla de privacidad y cada habitación tiene baños privados con duchas y aseos. Todas las habitaciones incluyen: tomas de corriente, luz LED, ropa de cama y ropa de cama, almacenamiento con cerradura, espejos de cuerpo entero, mesa y silla, unidad colgante de ropa.Número de registroHB-004525",Anfitrión: Generator,"Habitación en Barcelona, España",29 €,Horario de llegada: de 14:00 a 0:00,Salida antes de las 10:00,,"4,31",949,0,0,,Baño compartido,1,,,1 litera
https://www.airbnb.es/rooms/52047578?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2025-01-11&check_out=2025-01-16&source_impression_id=p3_1730837277_P3oxVtsEqRe-YPOq&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,52047578,"Esta luminosa habitación está decorada con elegancia y cuenta con aire acondicionado, lavabo, balcón y suelo laminado. El baño es compartido. Se proporcionan toallas y ropa de cama. Esta habitación es ideal para personas que viajan solas.El espacioEn el centro de Barcelona, detrás del Mercado de la Boquería se encuentra el Hostal La Palmera.Fundado en el año 1862, este hostal familiar y acogedor ofrece habitaciones confortables, donde prestamos especial atención a la limpieza a unos precios muy competitivos. Ofrecemos a nuestros clientes un trato amable y familiar y les ayudamos en todo lo posible durante su visita a Barcelona.La ubicación del Hostal La Palmera es inmejorable, a 1 min. de La Rambla en pleno centro turístico de la ciudad donde podrás perderte por las calles del casco antiguo de Barcelona ( la ciudad Medieval y Romana). También puedes recorrer la ruta modernista o visitar la arquitectura de Gaudí Barcelona ofrece una amplia variedad de actividades, ocio, arquitectura, gastronomía y podrás disfrutar de esta fantástica ciudad durante el día y la noche.Servicios y zonas comunesServicio gratuito de limpieza de habitaciones a petición del cliente.Servicio de pago de bebidas no alcohólicas y cafés, a petición en recepción.Pequeña sala de espera con microondas.Secador de pelo, a disposición de los clientes en recepciónDisponemos de guarda equipaje gratuito, para nuestros clientes tanto el día de llegada como de salida. (hasta las 00.00pm).El servicio de guarda equipaje es sólo para maletas, NO guardamos bicicletas, patinetes, ni ningún tipo de vehículo ni a la llegada, ni durante la estancia, ni la salida.El servicio de guarda equipaje es EXCLUSIVO para los clientes alojados.Otros aspectos destacables*Cargos adicionales:Estos cargos adicionales aún no se han abonado. Deberá pagarlos directamente al Hotel durante su estancia.Impuesto municipal :€ 5,50 por persona y noche.*No adecuado para niños o bebés“Es un lugar donde valoramos el silencio dentro del alojamiento. Sólo aceptamos niños a partir de 8 años.”*Servicio de recepción 24 horas.LLAVES:Como medida de seguridad , la llave de la habitación se entregará en recepción cada vez que los huéspedes salgan del alojamiento.Esta medida es de obligado cumplimiento y no se aceptarán excepciones por ninguna circunstancia.EQUIPAJES:Disponemos de guarda equipaje gratuito, para nuestros clientes tanto el día de llegada como de salida. (hasta las 00.00pm).El servicio de guarda equipaje es sólo para maletas, NO guardamos bicicletas, patinetes, ni ningún tipo de vehículo ni a la llegada, ni durante la estancia, ni la salida.El servicio de guarda equipaje es EXCLUSIVO para los clientes alojados.Saludos CordialesNúmero de registroHB-000467",Anfitrión: Hostal,"Habitación privada en: hostal en Barcelona, España",52 €,Horario de llegada: de 14:00 a 2:00,Salida antes de las 11:00,,"4,76",282,0,0,1 cama,1 baño compartido,1,1 viajero,1 dormitorio,
https://www.airbnb.es/rooms/33385782?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-30&check_out=2024-12-05&source_impression_id=p3_1730837277_P37eW-uHqyrJQi2R&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,33385782,"El espacioNuestro hotel se encuentra en un notable edificio modernista del siglo XIX con techos altos y esculpidos, que le da la bienvenida a una estancia excepcional. Cada habitación es distintiva y comprende características arquitectónicas únicas, combinando una rica variedad de elementos históricos con el diseño contemporáneo. La comodidad y la exquisitez siguen siendo nuestra mayor prerrogativa, así como los mejores servicios y consejos personalizados para que disfrutes plenamente de los fascinantes sitios de Barcelona.Servicios y zonas comunesCon WiFi gratuita, cada habitación de nuestra casa de huéspedes tiene un televisor de pantalla plana con canales vía satélite, caja fuerte y escritorio de trabajo gratuitos, además de un minibar y una cafetera. El baño privado incluye ducha, secador de pelo y artículos de aseo gratuitos.Número de registroHB004642",Anfitrión: Amra,"Habitación en hotel boutique en BARCELONA, España",103 €,Horario de llegada: de 14:00 a 22:00,Salida antes de las 11:00,,"4,75",272,0,0,2 camas,1 baño privado,3,3 viajeros,1 dormitorio,
https://www.airbnb.es/rooms/1186557696488151161?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-17&check_out=2024-11-22&source_impression_id=p3_1730837277_P3A1Sh3zqCPyz9PC&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1186557696488151161,La valoración media aparecerá después de 3 evaluaciones,Anfitrión: Robinson,"Alojamiento entero: apartamento en Barcelona, España",108 €,Llegada a partir de las 14:00,Salida antes de las 12:00,"Barcelona, Catalunya, España",Nuevo,,0,92 €,3 camas,2 baños,6,6 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/17021004?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-13&check_out=2024-12-18&source_impression_id=p3_1730837277_P3zgUC0uVPT78yCK&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,17021004,"Mi alojamiento es bueno para parejas, viajeros de negocios, y familias (con hijos).Apartamento situado en el corazón del Eixample, al lado de Paseo de Gracia.Esta zona es la Barcelona del siglo XIX, del movimiento modernista. Cerca de alguna de las más bonitas calles de Barcelona, con mucha atmósfera y energía, y con muchos bares, restaurantes y lugares que visitar cerca de el apartamento. En los alrededores del apartamento está situado el barrio homosexual de Barcelona conocido como GaixampleEl espacioEl apartamento es espacioso y elegante.Está situado en el quinto piso del edificio y está completamente reformado, aunque manteniendo el estilo clásico,Es un apartamento con dos habitaciones de matrimonio y dos baños completos, comedor a la calle con dos balcones.Hay aire acondicionado y calefacción en todo el apartamento.La cocina está totalmente equipada.La superficie habitable en si misma es abierta y espaciosa, siendo la decoración elegante y moderna.Servicios y zonas comunesEl apartamento se alquila completo.Se tiene acceso a todo él.Del edificio se pueden utilizar el ascensor, escaleras y zonas comunes, quedando prohibido el acceso a la terraza del edificio.Otros aspectos destacablesEl importe de la tasa turística de BCN, no está incluido en el precio, y se ha de pagar en efectivo al abandonar el apartmamentoNúmero de registroHUTB-004417",Anfitrión: Jose Luis,"Alojamiento entero: apartamento en Barcelona, España",160 €,Horario de llegada: de 15:00 a 0:00,Salida antes de las 11:00,,"4,99",,60 €,147 €,2 camas,2 baños,4,4 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/1239053049458811288?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1988110422&search_mode=regular_search&check_in=2024-11-25&check_out=2024-11-30&source_impression_id=p3_1730837277_P3qeLRQ0d8RTnoG1&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1239053049458811288,Disfruta de la sencillez de este alojamiento tranquilo y céntrico. Habitación para una persona en apartamento con terraza.Otros aspectos destacablesNo tiene ascensorNúmero de registroExempt,Quédate con Lu,"Habitación en Barcelona, España",41 €,Horario de llegada: de 15:00 a 0:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","4,86",,0,0,1 cama,Baño compartido,1,,,
https://www.airbnb.es/rooms/665558110966084536?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-12-08&check_out=2024-12-13&source_impression_id=p3_1730837277_P3vVEOHJhQHNvUVs&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,665558110966084536,"Tu familia estará cerca de todo cuando te quedes en este alojamiento céntrico. El apartamento está situado en un barrio muy bonito, seguro, céntrico e histórico (Eixample), cerca de la Sagrada Familia de Gaudí y de tiendas de lujo en el Passeig de Gracia.Número de registroHUTB-001309",Anfitrión: Fernando,"Alojamiento entero: apartamento en Barcelona, España",90 €,Llegada a partir de las 16:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","4,6",92,110 €,96 €,2 camas,"1,5 baños",4,4 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/1221751561372481946?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1973735631&search_mode=regular_search&check_in=2024-11-05&check_out=2024-11-10&source_impression_id=p3_1730837277_P3az3JIe4RD3MFHR&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1221751561372481946,Relájate y desconecta en este alojamiento tranquilo y elegante.Número de registroExempt,Quédate con Mario,"Habitación en Barcelona, España",30 €,Horario de llegada: de 14:00 a 18:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","4,61",23,0,26 €,1 cama,Baño compartido,1,,,
https://www.airbnb.es/rooms/1214293444156235308?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730837277_P3d9ukqsIZGB5Jdm&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1214293444156235308,"Soy Leo y quiero darte la bienvenida a una de nuestras nuevas Suites en el centro de Barcelona.Muy bien ubicado, recién reformado y totalmente equipado.Colchón muy cómodo y 2 almohadas para la persona te darán el descanso deseado.El espacioDisfruta de este maravilloso espacio lleno de luz natural, con una decoración moderna y cálida que se combina armoniosamente con los techos de 3 metros de altura y los suelos de mosaico originales recientemente restaurados.Perfecto para parejas y viajeros solitarios que buscan una experiencia única en la Barcelona más auténtica, ​​​​rodeada de las mejores tiendas, restaurantes.Lugares turísticos a solo unos pasos.Servicios y zonas comunesLa suite cuenta con una cocina equipada con los pequeños electrodomésticos necesarios, un baño totalmente equipado, un dormitorio con armarios y una zona de ocio y trabajo.Otros aspectos destacablesRopa de cama y toallas incluidasNúmero de registroExempt",Anfitrión: Pado,"Alojamiento entero: suite con entrada independiente en Barcelona, España",121 €,Llegada a partir de las 15:00,Salida antes de las 11:00,"Barcelona, Catalunya, España",,,50 €,112 €,1 cama,1 baño,2,2 viajeros,1 dormitorio,
https://www.airbnb.es/rooms/22409751?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-30&check_out=2024-12-05&source_impression_id=p3_1730837277_P37k0BkRPelanyxW&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,22409751,"Apartamento de 2 dormitorios recientemente remodelado con un baño completo, con ducha, inodoro, lavabo. Cocina completa con lavavajillas, horno, horno microondas y nevera de tamaño completo. Dormitorio principal con cama de 135 x 200 cm. El segundo dormitorio tiene dos camas individuales.Aire acondicionado y calefacción centrales.  Ascensor.  Lavadora y secadora.Impuestos incluidos.El check-in tardío es el check-in automático con códigos.Para llegadas anticipadas y salidas tardías, guardaremos su equipaje en nuestra oficina.El espacioApartamento de 2 dormitorios recién remodelado con 1 baño. Un baño completo, con ducha, inodoro, lavabo. Cocina completa con lavavajillas, horno, horno microondas y nevera de tamaño completo. Dormitorio principal con cama de 135 x 200 cm. El segundo dormitorio tiene dos camas individuales (90 x 190cm).Para el máximo confort, este apartamento cuenta con aire acondicionado y calefacción centrales. Accesibilidad - 3 plantas por encima del nivel de la calle. Ascensor (a 10 pasos del ascensor) El apartamento se encuentra en la parte histórica de la zona del Eixample.  Hermosa y muy segura.  El paseo marítimo del Passeig de Sant Joan ha sido recientemente renovado y hay muchos nuevos restaurantes y cafeterías.El acceso al edificio y al apartamento se realiza mediante un codepad. La llegada tardía no es un problema.  Guardaremos su equipaje en nuestra oficina antes de su llegada y después de su salida si lo necesita.Servicios y zonas comunesEste es un apartamento privado alquilado como una unidad.  Tienes acceso exclusivo a todo el apartamento. También tendrás acceso a la terraza compartida durante el día.Número de registroHUTB-001302",Anfitrión: Fernando,"Alojamiento entero: apartamento en Barcelona, España",106 €,Llegada a partir de las 15:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","4,63",283,0,0,4 camas,1 baño,5,5 viajeros,2 dormitorios,
https://www.airbnb.es/rooms/696286140249559857?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-10&check_out=2024-11-15&source_impression_id=p3_1730837277_P3xHXx582HQiqXV4&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,696286140249559857,"Apartamento en el centro de la ciudad, a pocos metros del Paseo de Gràcia (con algunos de los principales edificios modernistas de la ciudad) y del encantador barrio de Gràcia. A sólo 100 m de la parada de metro ""Diagonal"" (L3, que nos lleva a la playa, y L5) y rodeado de tiendas, restaurantes, bares y todo tipo de servicios. Ideal para poder descubrir la ciudad a pie y vivir el auténtico espíritu de la ciudad.Servicios y zonas comunesApartamento de 80 m2 en el 2º piso en edificio con ascensor: gran saló-comedor con TV y cocina abierta (horno, microondas, congelador, cafetera, tostadora,...). 1 dormitorio con 1 camas doble y 2 dormitorios con 1 cama individual. 1 baño con media bañera/WC y 1 WC separado. Calefacción central. Wifi.Alquiler cuna, 20 e.Otros aspectos destacablesSÓLO SE ACEPTAN GRUPOS DE JÓVENES BAJO PETICIÓN.Check in entre 23 h-1 h, extra 30 e.Check in entre 1 h-2 h, extra 40 e.Número de registroHUTB-003529",Anfitrión: Montserrat,"Alojamiento entero: apto. residencial en Barcelona, España",94 €,Llegada flexible,Salida antes de las 11:00,,"4,64",33,110 €,99 €,3 camas,"1,5 baños",4,4 viajeros,3 dormitorios,
https://www.airbnb.es/rooms/1192692130835760091?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-25&check_out=2024-11-30&source_impression_id=p3_1730837277_P3h0YjOwaHSyu6MI&previous_page_section_name=1000&federated_search_id=db1b7fb6-db38-423b-9182-1948e5c9ebb9,2024-11-05 21:31:53,1192692130835760091,"Disfruta de la privacidad  de este alojamiento acogedor tranquilo y céntrico, en una ubicación espléndida, en el histórico barrio del Gótico, a poco minutos de la playa. Esta en un semisótano, el área es  de  23 m incluido el  baño.  Comodidades:  cafetera Nespresso, hervidor de agua, toallas y artículos de aseo.El espacioDe la entrada del edificio, entras a un vestíbulo y bajas 6 escalones, accedes a la propiedad, el Miniflat es un pequeño y acogedor espacio que  solo es para ti .Servicios y zonas comunesNo hay zonas comunes, es una habitación privada con salida a la calleNúmero de registroExempt",Anfitrión: Ele,"Habitación privada en: loft en Barcelona, España",50 €,Horario de llegada: de 14:00 a 21:00,Salida antes de las 12:00,"Barcelona, Catalunya, España","5,0",4,0,43 €,2 camas,1 baño privado,1,1 viajero,1 dormitorio,
https://www.airbnb.es/rooms/52279129?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1254581668&search_mode=regular_search&check_in=2024-12-02&check_out=2024-12-07&source_impression_id=p3_1730837282_P3Vk_uRZRKUxKX7Y&previous_page_section_name=1000&federated_search_id=d28cf484-d6b3-4c06-b577-f059fb67bd67,2024-11-05 21:31:53,52279129,"Disfruta de la sencillez de este alojamiento tranquilo y céntrico, en un ambiente familiar, y con todas las comodidades para vuestra visita en Barcelona.Número de registroExempt",Anfitrión: Augusto,"Habitación en Barcelona, España",40 €,Horario de llegada: de 13:00 a 0:00,Salida antes de las 11:00,"Barcelona, Catalunya, España","4,7",275,10 €,36 €,1 cama,Baño compartido,2,,,
https://www.airbnb.es/rooms/39598491?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-11-24&check_out=2024-11-29&source_impression_id=p3_1730837282_P32WhPTXR-YagHf2&previous_page_section_name=1000&federated_search_id=d28cf484-d6b3-4c06-b577-f059fb67bd67,2024-11-05 21:31:53,39598491,"Apartamento de  45 metros cuadrados que se distribuye en dos dormitorios. Un dormitorio principal con dos camas unidas y armario y un segundo dormitorio de menor tamaño,  con dos camas individuales y un pequeño armario. Un baño con ducha. Cocina equipada ( sin lavaplatos ni horno). Salón- comedor luminoso y acogedor. HUTB- 001472, HUTB 001473, HUTB 001475  al HUTB-  001479;  HUTB- 007700, HUTB - 073264Otros aspectos destacablesTASA TURÍSTICA:Las autoridades de Cataluña han introducido un impuesto municipal sobre el alojamiento turístico. El nuevo impuesto requiere una contribución de 6,88 euros por persona por noche (solo adultos) maximo 7 noches . LEGAL:Los huespedes deberán firmar un contrato de arrendamiento ( por los días de estancia) a la llegada.COVID - 19:En respuesta al coronavirus (COVID-19), el alojamiento  aplica medidas adicionales de salud y seguridad en este momento. Posibilidad de check-in presencial o remoto utilizando una máquina de check-in para recoger la llave.Número de registroHUTB-001471",Anfitrión: Sata Sagrada Familia,"Alojamiento entero: apartamento con servicios en Barcelona, España",120 €,Llegada a partir de las 15:00,Salida antes de las 10:00,,"4,56",528,0,0,4 camas,1 baño,4,4 viajeros,2 dormitorios,
